round,cid,location,phase,loss,accuracy,num_samples
22,10,VA_Long_Beach,evaluate,0.0327,0.8182,11
22,9,VA_Long_Beach,evaluate,0.0439,0.8182,11
22,5,Hungarian,evaluate,0.0176,0.9375,16
22,2,Cleveland,evaluate,0.0217,0.9412,17
22,3,Hungarian,evaluate,0.0335,0.7500,16
22,8,Switzerland,evaluate,0.0615,0.8571,7
22,1,Cleveland,evaluate,0.0331,0.7500,16
22,4,Hungarian,evaluate,0.0328,0.6875,16
22,7,Switzerland,evaluate,0.0251,1.0000,7
22,11,VA_Long_Beach,evaluate,0.0590,0.7273,11
22,0,Cleveland,evaluate,0.0211,0.8125,16
23,1,Cleveland,fit,0.4457,0.7656,64
23,6,Switzerland,fit,0.2298,0.9600,25
23,7,Switzerland,fit,0.3640,0.9200,25
23,3,Hungarian,fit,0.2398,0.9355,62
23,8,Switzerland,fit,0.3185,0.9259,27
23,9,VA_Long_Beach,fit,0.4953,0.7333,42
23,5,Hungarian,fit,0.3701,0.8857,63
23,11,VA_Long_Beach,fit,0.4940,0.7814,43
23,2,Cleveland,fit,0.3131,0.8308,65
23,4,Hungarian,fit,0.3835,0.8065,62
23,0,Cleveland,fit,0.2893,0.8906,64
23,10,VA_Long_Beach,fit,0.5231,0.7619,42
23,3,Hungarian,evaluate,0.0338,0.7500,16
23,10,VA_Long_Beach,evaluate,0.0326,0.8182,11
23,11,VA_Long_Beach,evaluate,0.0591,0.7273,11
23,2,Cleveland,evaluate,0.0217,0.9412,17
23,4,Hungarian,evaluate,0.0327,0.6875,16
23,9,VA_Long_Beach,evaluate,0.0437,0.8182,11
23,8,Switzerland,evaluate,0.0615,0.8571,7
23,5,Hungarian,evaluate,0.0177,0.9375,16
23,0,Cleveland,evaluate,0.0212,0.8125,16
23,7,Switzerland,evaluate,0.0236,1.0000,7
23,1,Cleveland,evaluate,0.0331,0.7500,16
23,6,Switzerland,evaluate,0.1069,0.5714,7
24,2,Cleveland,fit,0.3090,0.8308,65
24,0,Cleveland,fit,0.2860,0.8906,64
24,6,Switzerland,fit,0.2248,0.9600,25
24,7,Switzerland,fit,0.3656,0.9200,25
24,10,VA_Long_Beach,fit,0.5315,0.7619,42
24,9,VA_Long_Beach,fit,0.5078,0.7429,42
24,3,Hungarian,fit,0.2355,0.9355,62
24,1,Cleveland,fit,0.4442,0.7656,64
24,4,Hungarian,fit,0.3832,0.8065,62
24,8,Switzerland,fit,0.3165,0.9259,27
24,11,VA_Long_Beach,fit,0.5023,0.7814,43
24,5,Hungarian,fit,0.3616,0.8889,63
24,4,Hungarian,evaluate,0.0326,0.6875,16
24,8,Switzerland,evaluate,0.0615,0.8571,7
24,11,VA_Long_Beach,evaluate,0.0595,0.7273,11
24,3,Hungarian,evaluate,0.0343,0.7500,16
24,1,Cleveland,evaluate,0.0331,0.7500,16
24,2,Cleveland,evaluate,0.0217,0.9412,17
24,7,Switzerland,evaluate,0.0222,1.0000,7
24,10,VA_Long_Beach,evaluate,0.0325,0.8182,11
24,0,Cleveland,evaluate,0.0212,0.8125,16
24,6,Switzerland,evaluate,0.1070,0.5714,7
24,5,Hungarian,evaluate,0.0177,0.9375,16
24,9,VA_Long_Beach,evaluate,0.0434,0.8182,11
25,4,Hungarian,fit,0.3834,0.8065,62
25,9,VA_Long_Beach,fit,0.5064,0.7429,42
25,10,VA_Long_Beach,fit,0.5129,0.7619,42
25,11,VA_Long_Beach,fit,0.4906,0.7860,43
25,3,Hungarian,fit,0.2324,0.9355,62
25,8,Switzerland,fit,0.3125,0.9259,27
25,2,Cleveland,fit,0.3239,0.8308,65
25,0,Cleveland,fit,0.2832,0.8906,64
25,1,Cleveland,fit,0.4460,0.7594,64
25,7,Switzerland,fit,0.3398,0.9200,25
25,6,Switzerland,fit,0.2124,0.9600,25
25,5,Hungarian,fit,0.3606,0.8889,63
25,1,Cleveland,evaluate,0.0331,0.8125,16
25,4,Hungarian,evaluate,0.0325,0.6875,16
25,7,Switzerland,evaluate,0.0210,1.0000,7
25,0,Cleveland,evaluate,0.0212,0.8125,16
25,8,Switzerland,evaluate,0.0616,0.8571,7
25,6,Switzerland,evaluate,0.1074,0.5714,7
25,9,VA_Long_Beach,evaluate,0.0432,0.8182,11
25,10,VA_Long_Beach,evaluate,0.0324,0.8182,11
25,11,VA_Long_Beach,evaluate,0.0597,0.6364,11
25,3,Hungarian,evaluate,0.0347,0.7500,16
25,2,Cleveland,evaluate,0.0216,0.9412,17
25,5,Hungarian,evaluate,0.0177,0.9375,16
26,9,VA_Long_Beach,fit,0.5089,0.7524,42
26,1,Cleveland,fit,0.4426,0.7625,64
26,3,Hungarian,fit,0.2314,0.9355,62
26,10,VA_Long_Beach,fit,0.5073,0.7619,42
26,5,Hungarian,fit,0.3565,0.8889,63
26,7,Switzerland,fit,0.3260,0.9200,25
26,11,VA_Long_Beach,fit,0.4933,0.7907,43
26,6,Switzerland,fit,0.2039,0.9600,25
26,2,Cleveland,fit,0.3789,0.8308,65
26,8,Switzerland,fit,0.3010,0.9259,27
26,4,Hungarian,fit,0.3782,0.8161,62
26,0,Cleveland,fit,0.2811,0.8906,64
26,2,Cleveland,evaluate,0.0218,0.9412,17
26,0,Cleveland,evaluate,0.0213,0.8125,16
26,7,Switzerland,evaluate,0.0201,1.0000,7
26,3,Hungarian,evaluate,0.0351,0.7500,16
26,10,VA_Long_Beach,evaluate,0.0322,0.8182,11
26,4,Hungarian,evaluate,0.0326,0.6875,16
26,6,Switzerland,evaluate,0.1070,0.5714,7
26,5,Hungarian,evaluate,0.0178,0.9375,16
26,1,Cleveland,evaluate,0.0330,0.8125,16
26,11,VA_Long_Beach,evaluate,0.0599,0.6364,11
26,8,Switzerland,evaluate,0.0616,0.8571,7
26,9,VA_Long_Beach,evaluate,0.0430,0.8182,11
27,11,VA_Long_Beach,fit,0.4948,0.7907,43
27,10,VA_Long_Beach,fit,0.4960,0.7619,42
27,9,VA_Long_Beach,fit,0.5085,0.7476,42
27,7,Switzerland,fit,0.3149,0.9280,25
27,5,Hungarian,fit,0.3556,0.8889,63
27,4,Hungarian,fit,0.3765,0.8226,62
27,3,Hungarian,fit,0.2343,0.9355,62
27,1,Cleveland,fit,0.4432,0.7625,64
27,8,Switzerland,fit,0.2982,0.9259,27
27,2,Cleveland,fit,0.3085,0.8308,65
27,6,Switzerland,fit,0.1981,0.9600,25
27,0,Cleveland,fit,0.2786,0.8938,64
27,6,Switzerland,evaluate,0.1069,0.5714,7
27,8,Switzerland,evaluate,0.0617,0.8571,7
27,3,Hungarian,evaluate,0.0354,0.7500,16
27,10,VA_Long_Beach,evaluate,0.0322,0.8182,11
27,11,VA_Long_Beach,evaluate,0.0600,0.6364,11
27,2,Cleveland,evaluate,0.0220,0.9412,17
27,5,Hungarian,evaluate,0.0180,0.9375,16
27,1,Cleveland,evaluate,0.0329,0.7500,16
27,4,Hungarian,evaluate,0.0325,0.6875,16
27,7,Switzerland,evaluate,0.0190,1.0000,7
27,9,VA_Long_Beach,evaluate,0.0427,0.8182,11
27,0,Cleveland,evaluate,0.0214,0.8125,16
28,3,Hungarian,fit,0.2276,0.9355,62
28,10,VA_Long_Beach,fit,0.5149,0.7571,42
28,0,Cleveland,fit,0.2756,0.8969,64
28,1,Cleveland,fit,0.4412,0.7594,64
28,7,Switzerland,fit,0.3097,0.9360,25
28,4,Hungarian,fit,0.3765,0.8226,62
28,11,VA_Long_Beach,fit,0.5017,0.7907,43
28,8,Switzerland,fit,0.2975,0.9259,27
28,2,Cleveland,fit,0.4465,0.8308,65
28,5,Hungarian,fit,0.3531,0.8889,63
28,9,VA_Long_Beach,fit,0.5134,0.7429,42
28,6,Switzerland,fit,0.1946,0.9600,25
28,9,VA_Long_Beach,evaluate,0.0425,0.8182,11
28,0,Cleveland,evaluate,0.0216,0.8125,16
28,10,VA_Long_Beach,evaluate,0.0323,0.8182,11
28,2,Cleveland,evaluate,0.0221,0.8824,17
28,6,Switzerland,evaluate,0.1062,0.5714,7
28,11,VA_Long_Beach,evaluate,0.0598,0.6364,11
28,4,Hungarian,evaluate,0.0323,0.6875,16
28,1,Cleveland,evaluate,0.0329,0.7500,16
28,5,Hungarian,evaluate,0.0184,0.9375,16
28,7,Switzerland,evaluate,0.0180,1.0000,7
28,8,Switzerland,evaluate,0.0619,0.8571,7
28,3,Hungarian,evaluate,0.0356,0.7500,16
29,7,Switzerland,fit,0.3025,0.9440,25
29,1,Cleveland,fit,0.4388,0.7625,64
29,4,Hungarian,fit,0.3734,0.8387,62
29,9,VA_Long_Beach,fit,0.5003,0.7476,42
29,8,Switzerland,fit,0.2930,0.9259,27
29,11,VA_Long_Beach,fit,0.5112,0.7907,43
29,0,Cleveland,fit,0.2740,0.9031,64
29,3,Hungarian,fit,0.2235,0.9355,62
29,10,VA_Long_Beach,fit,0.4923,0.7619,42
29,5,Hungarian,fit,0.3488,0.8825,63
29,6,Switzerland,fit,0.1830,0.9600,25
29,2,Cleveland,fit,0.2896,0.8308,65
29,6,Switzerland,evaluate,0.1064,0.5714,7
29,11,VA_Long_Beach,evaluate,0.0600,0.6364,11
29,3,Hungarian,evaluate,0.0360,0.7500,16
29,7,Switzerland,evaluate,0.0172,1.0000,7
29,5,Hungarian,evaluate,0.0184,0.9375,16
29,2,Cleveland,evaluate,0.0222,0.8824,17
29,1,Cleveland,evaluate,0.0328,0.7500,16
29,4,Hungarian,evaluate,0.0323,0.6875,16
29,0,Cleveland,evaluate,0.0217,0.8125,16
29,9,VA_Long_Beach,evaluate,0.0422,0.8182,11
29,10,VA_Long_Beach,evaluate,0.0323,0.8182,11
29,8,Switzerland,evaluate,0.0620,0.8571,7
30,6,Switzerland,fit,0.1784,0.9600,25
30,3,Hungarian,fit,0.2240,0.9355,62
30,5,Hungarian,fit,0.3448,0.8889,63
30,1,Cleveland,fit,0.4379,0.7625,64
30,7,Switzerland,fit,0.2916,0.9440,25
30,2,Cleveland,fit,0.3039,0.8308,65
30,9,VA_Long_Beach,fit,0.4950,0.7333,42
30,8,Switzerland,fit,0.2812,0.9259,27
30,11,VA_Long_Beach,fit,0.4889,0.7907,43
30,10,VA_Long_Beach,fit,0.5168,0.7571,42
30,0,Cleveland,fit,0.2723,0.9031,64
30,4,Hungarian,fit,0.3722,0.8419,62
30,9,VA_Long_Beach,evaluate,0.0421,0.8182,11
30,6,Switzerland,evaluate,0.1063,0.5714,7
30,8,Switzerland,evaluate,0.0621,0.8571,7
30,0,Cleveland,evaluate,0.0218,0.8125,16
30,11,VA_Long_Beach,evaluate,0.0601,0.6364,11
30,2,Cleveland,evaluate,0.0223,0.8824,17
30,7,Switzerland,evaluate,0.0163,1.0000,7
30,5,Hungarian,evaluate,0.0184,0.9375,16
30,4,Hungarian,evaluate,0.0323,0.6875,16
30,10,VA_Long_Beach,evaluate,0.0322,0.8182,11
30,3,Hungarian,evaluate,0.0364,0.7500,16
30,1,Cleveland,evaluate,0.0327,0.7500,16
