round,cid,location,phase,loss,accuracy,num_samples
22,8,Switzerland,fit,0.3176,0.8519,27
22,9,VA_Long_Beach,fit,0.5357,0.7524,42
22,2,Cleveland,evaluate,0.0460,0.7647,17
22,0,Cleveland,evaluate,0.0352,0.7500,16
22,5,Hungarian,evaluate,0.0217,0.8125,16
22,9,VA_Long_Beach,evaluate,0.0253,0.8182,11
22,4,Hungarian,evaluate,0.0289,0.8125,16
22,1,Cleveland,evaluate,0.0297,0.8750,16
22,8,Switzerland,evaluate,0.0884,0.7143,7
22,7,Switzerland,evaluate,0.0366,0.8571,7
22,11,VA_Long_Beach,evaluate,0.0263,0.9091,11
22,6,Switzerland,evaluate,0.0441,1.0000,7
22,3,Hungarian,evaluate,0.0186,0.9375,16
22,10,VA_Long_Beach,evaluate,0.0693,0.5455,11
23,2,Cleveland,fit,0.4105,0.7846,65
23,3,Hungarian,fit,0.4456,0.7903,62
23,8,Switzerland,fit,0.3125,0.8519,27
23,5,Hungarian,fit,0.2907,0.8952,63
23,7,Switzerland,fit,0.3094,0.8800,25
23,4,Hungarian,fit,0.4211,0.8226,62
23,9,VA_Long_Beach,fit,0.5209,0.7524,42
23,11,VA_Long_Beach,fit,0.5324,0.7302,43
23,0,Cleveland,fit,0.2661,0.8906,64
23,6,Switzerland,fit,0.2736,0.9120,25
23,10,VA_Long_Beach,fit,0.5561,0.8095,42
23,1,Cleveland,fit,0.3402,0.8719,64
23,8,Switzerland,evaluate,0.0888,0.7143,7
23,9,VA_Long_Beach,evaluate,0.0251,0.8182,11
23,4,Hungarian,evaluate,0.0287,0.8125,16
23,2,Cleveland,evaluate,0.0455,0.7647,17
23,0,Cleveland,evaluate,0.0355,0.7500,16
23,1,Cleveland,evaluate,0.0298,0.8750,16
23,10,VA_Long_Beach,evaluate,0.0693,0.5455,11
23,6,Switzerland,evaluate,0.0424,1.0000,7
23,5,Hungarian,evaluate,0.0213,0.8125,16
23,3,Hungarian,evaluate,0.0184,0.9375,16
23,11,VA_Long_Beach,evaluate,0.0262,0.9091,11
23,7,Switzerland,evaluate,0.0363,0.8571,7
24,1,Cleveland,fit,0.3362,0.8719,64
24,0,Cleveland,fit,0.2640,0.8875,64
24,2,Cleveland,fit,0.3687,0.7785,65
24,11,VA_Long_Beach,fit,0.5575,0.7349,43
24,8,Switzerland,fit,0.2996,0.8519,27
24,6,Switzerland,fit,0.2621,0.9200,25
24,7,Switzerland,fit,0.2736,0.8800,25
24,9,VA_Long_Beach,fit,0.5337,0.7619,42
24,3,Hungarian,fit,0.4425,0.7903,62
24,5,Hungarian,fit,0.2878,0.8984,63
24,4,Hungarian,fit,0.4248,0.8355,62
24,10,VA_Long_Beach,fit,0.5214,0.8095,42
24,10,VA_Long_Beach,evaluate,0.0696,0.5455,11
24,7,Switzerland,evaluate,0.0356,0.8571,7
24,11,VA_Long_Beach,evaluate,0.0260,0.9091,11
24,3,Hungarian,evaluate,0.0182,0.9375,16
24,2,Cleveland,evaluate,0.0453,0.7647,17
24,1,Cleveland,evaluate,0.0300,0.8750,16
24,4,Hungarian,evaluate,0.0285,0.8125,16
24,8,Switzerland,evaluate,0.0893,0.7143,7
24,9,VA_Long_Beach,evaluate,0.0247,0.8182,11
24,6,Switzerland,evaluate,0.0400,1.0000,7
24,0,Cleveland,evaluate,0.0358,0.7500,16
24,5,Hungarian,evaluate,0.0210,0.8125,16
25,2,Cleveland,fit,0.4421,0.7815,65
25,11,VA_Long_Beach,fit,0.5493,0.7442,43
25,1,Cleveland,fit,0.3311,0.8781,64
25,3,Hungarian,fit,0.4448,0.7903,62
25,8,Switzerland,fit,0.3087,0.8519,27
25,4,Hungarian,fit,0.4184,0.8226,62
25,6,Switzerland,fit,0.2701,0.9200,25
25,10,VA_Long_Beach,fit,0.5608,0.8095,42
25,7,Switzerland,fit,0.2702,0.8800,25
25,0,Cleveland,fit,0.2608,0.8875,64
25,9,VA_Long_Beach,fit,0.5459,0.7714,42
25,5,Hungarian,fit,0.2832,0.8921,63
25,8,Switzerland,evaluate,0.0894,0.7143,7
25,0,Cleveland,evaluate,0.0361,0.7500,16
25,9,VA_Long_Beach,evaluate,0.0243,0.8182,11
25,5,Hungarian,evaluate,0.0208,0.8125,16
25,7,Switzerland,evaluate,0.0352,0.8571,7
25,6,Switzerland,evaluate,0.0381,1.0000,7
25,2,Cleveland,evaluate,0.0451,0.7647,17
25,4,Hungarian,evaluate,0.0282,0.8125,16
25,3,Hungarian,evaluate,0.0180,0.9375,16
25,11,VA_Long_Beach,evaluate,0.0259,0.9091,11
25,10,VA_Long_Beach,evaluate,0.0699,0.6364,11
25,1,Cleveland,evaluate,0.0301,0.8750,16
26,11,VA_Long_Beach,fit,0.5550,0.7442,43
26,0,Cleveland,fit,0.2578,0.8844,64
26,1,Cleveland,fit,0.3322,0.8875,64
26,8,Switzerland,fit,0.2977,0.8519,27
26,4,Hungarian,fit,0.4203,0.8290,62
26,6,Switzerland,fit,0.2590,0.9200,25
26,7,Switzerland,fit,0.2754,0.8800,25
26,9,VA_Long_Beach,fit,0.5168,0.7714,42
26,3,Hungarian,fit,0.4423,0.7903,62
26,2,Cleveland,fit,0.3686,0.7754,65
26,10,VA_Long_Beach,fit,0.5615,0.8095,42
26,5,Hungarian,fit,0.2805,0.8921,63
26,4,Hungarian,evaluate,0.0279,0.8125,16
26,10,VA_Long_Beach,evaluate,0.0698,0.6364,11
26,1,Cleveland,evaluate,0.0303,0.8750,16
26,8,Switzerland,evaluate,0.0897,0.7143,7
26,7,Switzerland,evaluate,0.0347,0.8571,7
26,5,Hungarian,evaluate,0.0205,0.8125,16
26,6,Switzerland,evaluate,0.0364,1.0000,7
26,0,Cleveland,evaluate,0.0365,0.7500,16
26,2,Cleveland,evaluate,0.0448,0.7647,17
26,3,Hungarian,evaluate,0.0179,0.9375,16
26,11,VA_Long_Beach,evaluate,0.0258,0.9091,11
26,9,VA_Long_Beach,evaluate,0.0239,0.8182,11
27,11,VA_Long_Beach,fit,0.5669,0.7488,43
27,0,Cleveland,fit,0.2561,0.8906,64
27,6,Switzerland,fit,0.2494,0.9200,25
27,9,VA_Long_Beach,fit,0.5244,0.7714,42
27,4,Hungarian,fit,0.4184,0.8290,62
27,1,Cleveland,fit,0.3266,0.8844,64
27,2,Cleveland,fit,0.3648,0.7754,65
27,10,VA_Long_Beach,fit,0.5882,0.8095,42
27,3,Hungarian,fit,0.4386,0.7903,62
27,7,Switzerland,fit,0.2645,0.8800,25
27,5,Hungarian,fit,0.2763,0.8921,63
27,8,Switzerland,fit,0.3010,0.8519,27
27,10,VA_Long_Beach,evaluate,0.0697,0.6364,11
27,11,VA_Long_Beach,evaluate,0.0257,0.9091,11
27,5,Hungarian,evaluate,0.0203,0.8125,16
27,0,Cleveland,evaluate,0.0368,0.7500,16
27,8,Switzerland,evaluate,0.0898,0.7143,7
27,3,Hungarian,evaluate,0.0178,0.9375,16
27,7,Switzerland,evaluate,0.0344,0.8571,7
27,4,Hungarian,evaluate,0.0277,0.8125,16
27,1,Cleveland,evaluate,0.0304,0.8750,16
27,2,Cleveland,evaluate,0.0447,0.7647,17
27,9,VA_Long_Beach,evaluate,0.0237,0.8182,11
27,6,Switzerland,evaluate,0.0349,1.0000,7
28,5,Hungarian,fit,0.2741,0.8921,63
28,9,VA_Long_Beach,fit,0.5225,0.7810,42
28,7,Switzerland,fit,0.2592,0.8800,25
28,2,Cleveland,fit,0.3709,0.7785,65
28,10,VA_Long_Beach,fit,0.5795,0.8095,42
28,11,VA_Long_Beach,fit,0.5427,0.7488,43
28,3,Hungarian,fit,0.4385,0.7968,62
28,8,Switzerland,fit,0.2869,0.8519,27
28,6,Switzerland,fit,0.2388,0.9200,25
28,0,Cleveland,fit,0.2549,0.8875,64
28,4,Hungarian,fit,0.4124,0.8194,62
28,1,Cleveland,fit,0.3245,0.8906,64
28,7,Switzerland,evaluate,0.0339,0.8571,7
28,10,VA_Long_Beach,evaluate,0.0696,0.6364,11
28,6,Switzerland,evaluate,0.0333,1.0000,7
28,0,Cleveland,evaluate,0.0372,0.7500,16
28,11,VA_Long_Beach,evaluate,0.0256,0.9091,11
28,2,Cleveland,evaluate,0.0445,0.7647,17
28,8,Switzerland,evaluate,0.0901,0.7143,7
28,1,Cleveland,evaluate,0.0306,0.8750,16
28,3,Hungarian,evaluate,0.0177,0.9375,16
28,4,Hungarian,evaluate,0.0275,0.8125,16
28,5,Hungarian,evaluate,0.0201,0.8125,16
28,9,VA_Long_Beach,evaluate,0.0233,0.8182,11
29,10,VA_Long_Beach,fit,0.5446,0.7857,42
29,0,Cleveland,fit,0.2531,0.8844,64
29,4,Hungarian,fit,0.4162,0.8258,62
29,6,Switzerland,fit,0.2256,0.9200,25
29,9,VA_Long_Beach,fit,0.5394,0.7810,42
29,2,Cleveland,fit,0.4306,0.7815,65
29,5,Hungarian,fit,0.2735,0.8889,63
29,11,VA_Long_Beach,fit,0.5551,0.7628,43
29,3,Hungarian,fit,0.4338,0.7935,62
29,1,Cleveland,fit,0.3239,0.8906,64
29,7,Switzerland,fit,0.2481,0.8800,25
29,8,Switzerland,fit,0.2840,0.8519,27
29,5,Hungarian,evaluate,0.0199,0.8125,16
29,2,Cleveland,evaluate,0.0445,0.7647,17
29,8,Switzerland,evaluate,0.0902,0.7143,7
29,9,VA_Long_Beach,evaluate,0.0230,0.8182,11
29,3,Hungarian,evaluate,0.0176,0.9375,16
29,11,VA_Long_Beach,evaluate,0.0255,0.9091,11
29,0,Cleveland,evaluate,0.0375,0.7500,16
29,10,VA_Long_Beach,evaluate,0.0694,0.6364,11
29,7,Switzerland,evaluate,0.0336,0.8571,7
29,1,Cleveland,evaluate,0.0307,0.8750,16
29,4,Hungarian,evaluate,0.0272,0.8125,16
29,6,Switzerland,evaluate,0.0318,1.0000,7
30,4,Hungarian,fit,0.4149,0.8258,62
30,10,VA_Long_Beach,fit,0.5689,0.8000,42
30,1,Cleveland,fit,0.3195,0.8906,64
30,8,Switzerland,fit,0.2753,0.8519,27
30,5,Hungarian,fit,0.2713,0.8889,63
30,2,Cleveland,fit,0.3229,0.7908,65
30,9,VA_Long_Beach,fit,0.5276,0.7810,42
30,11,VA_Long_Beach,fit,0.5544,0.7628,43
30,6,Switzerland,fit,0.2288,0.9200,25
30,3,Hungarian,fit,0.4335,0.8000,62
30,7,Switzerland,fit,0.2623,0.8800,25
30,0,Cleveland,fit,0.2506,0.8875,64
30,9,VA_Long_Beach,evaluate,0.0226,0.8182,11
30,11,VA_Long_Beach,evaluate,0.0254,0.9091,11
30,0,Cleveland,evaluate,0.0379,0.7500,16
30,2,Cleveland,evaluate,0.0444,0.7647,17
30,3,Hungarian,evaluate,0.0176,0.9375,16
30,4,Hungarian,evaluate,0.0270,0.8125,16
30,1,Cleveland,evaluate,0.0309,0.8750,16
30,8,Switzerland,evaluate,0.0906,0.7143,7
30,10,VA_Long_Beach,evaluate,0.0694,0.6364,11
30,7,Switzerland,evaluate,0.0330,0.8571,7
30,6,Switzerland,evaluate,0.0302,1.0000,7
30,5,Hungarian,evaluate,0.0197,0.8125,16
